"Species_name","Note","X","X.1","X.2","X.3","X.4","X.5","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Alchemilla hoppeaniformis S.E.Fr," Anales Jard. Bot. Madrid 53(1): 29 (1995) ","","","","","","","Alchemilla hoppeaniformis S.E.Fr�hner","Alchemilla hoppeaniformis S.E.Fr�hner","Alchemilla hoppeaniformis","Alchemilla hoppeaniformis","S.E.Fröhner","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:985839-1","Accepted",0.96762,"accepted_or_direct"
"Alchemilla inconcinna Buser"," Bull. Herb. Boissier 1"," app. 2: 34 (1893)","","","","","","Alchemilla inconcinna Buser","Alchemilla inconcinna Buser","Alchemilla inconcinna","Alchemilla inconcinna","Buser","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721134-1","Accepted",1,"accepted_or_direct"
"Alchemilla iniquiformis S.E.Fr," Feddes Repert. 92 (1-2): 5-6 (1981)","","","","","","","Alchemilla iniquiformis S.E.Fr�hner","Alchemilla iniquiformis S.E.Fr�hner","Alchemilla iniquiformis","Alchemilla iniquiformis","S.E.Fröhner","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:896872-1","Accepted",0.96762,"accepted_or_direct"
"Alchemilla polatschekiana S.E.Fr," Feddes Repert. 92 (1-2): 2-5 (1981)","","","","","","","Alchemilla polatschekiana S.E.Fr�hner","Alchemilla polatschekiana S.E.Fr�hner","Alchemilla polatschekiana","Alchemilla polatschekiana","S.E.Fröhner","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:896873-1","Accepted",0.96762,"accepted_or_direct"
"Alchemilla polychroma S.E.Fr," Anales Jard. Bot. Madrid 53(1): 16 (1995) ","","","","","","","Alchemilla polychroma S.E.Fr�hner","Alchemilla polychroma S.E.Fr�hner","Alchemilla polychroma","Alchemilla polychroma","S.E.Fröhner","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:985824-1","Accepted",0.96762,"accepted_or_direct"
"Alchemilla saxatilis Buser"," Not. Alchim.: 3 (1891)","","","","","","","Alchemilla saxatilis Buser","Alchemilla saxatilis Buser","Alchemilla saxatilis","Alchemilla saxatilis","Buser","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721150-1","Accepted",1,"accepted_or_direct"
"Alchemilla sierrae Romo"," Estud. Mus. Ci. Nat. ,"","","","","","","Alchemilla sierrae Romo","Alchemilla sierrae Romo","Alchemilla sierrae","Alchemilla sierrae","Romo","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973074-1","Accepted",1,"accepted_or_direct"
"Alchemilla straminea Buser"," Alchim. Valais.: 13 (1894)","","","","","","","Alchemilla straminea Buser","Alchemilla straminea Buser","Alchemilla straminea","Alchemilla straminea","Buser","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721157-1","Accepted",1,"accepted_or_direct"
"Alchemilla subalpina S.E.Fr," Feddes Repert. 92 (1-2): 8-9 (1981)","","","","","","","Alchemilla subalpina S.E.Fr�hner","Alchemilla subalpina S.E.Fr�hner","Alchemilla subalpina","Alchemilla subalpina","S.E.Fröhner","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:896875-1","Accepted",0.96762,"accepted_or_direct"
"Alchemilla transiens (Buser) Buser"," in D," Herb. Norm. 37: 204"," n.,"","","","","Alchemilla transiens (Buser) Buser","Alchemilla transiens (Buser) Buser","Alchemilla transiens","Alchemilla transiens","(Buser) Buser","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721162-1","Accepted",1,"accepted_or_direct"
"Alchemilla xanthochlora Rothm."," Feddes Repert. 42: 167 (1937)","","","","","","","Alchemilla xanthochlora Rothm.","Alchemilla xanthochlora Rothm.","Alchemilla xanthochlora","Alchemilla xanthochlora","Rothm.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721091-1","Accepted",1,"accepted_or_direct"
"Alisma lanceolatum With."," Arr. Brit. Pl."," ed. 3"," 2: 362 (1796)","","","","","Alisma lanceolatum With.","Alisma lanceolatum With.","Alisma lanceolatum","Alisma lanceolatum","With.","Alismataceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1047073-2","Accepted",1,"accepted_or_direct"
"Alisma plantago-aquatica L."," Sp. Pl.: 342 (1753)","","","","","","","Alisma plantago-aquatica L.","Alisma plantago-aquatica L.","Alisma plantago-aquatica","Alisma plantago-aquatica","L.","Alismataceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30019518-2","Accepted",0.9,"accepted_or_direct"
"Alliaria petiolata (M.Bieb.) Cavara & Grande"," Bull. Orto Bot. Regia Univ. Napoli 3: 418 (1891)","","","","","","","Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata","Alliaria petiolata","(M.Bieb.) Cavara & Grande","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1176324-2","Accepted",1,"accepted_or_direct"
"Allium ampeloprasum L."," Sp. Pl.: 294 (1753)","","","","","","","Allium ampeloprasum L.","Allium ampeloprasum L.","Allium ampeloprasum","Allium ampeloprasum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332079-2","Accepted",1,"accepted_or_direct"
"Allium cepa L."," Sp. Pl.: 300 (1753)","","","","","","","Allium cepa L.","Allium cepa L.","Allium cepa","Allium cepa","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:527795-1","Accepted",1,"accepted_or_direct"
"Allium ericetorum Thore"," Essai Chlor. Land.: 123 (1803)","","","","","","","Allium ericetorum Thore","Allium ericetorum Thore","Allium ericetorum","Allium ericetorum","Thore","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:527993-1","Accepted",1,"accepted_or_direct"
"Allium lusitanicum Lam."," Encycl. 1: 70 (1783)","","","","","","","Allium lusitanicum Lam.","Allium lusitanicum Lam.","Allium lusitanicum","Allium lusitanicum","Lam.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528348-1","Accepted",1,"accepted_or_direct"
"Allium neapolitanum Cirillo"," Pl. Rar. Neap. 1: 13"," pl. 4 (1788)","","","","","","Allium neapolitanum Cirillo","Allium neapolitanum Cirillo","Allium neapolitanum","Allium neapolitanum","Cirillo","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528470-1","Accepted",1,"accepted_or_direct"
"Allium oleraceum L."," Sp. Pl.: 299 (1753)","","","","","","","Allium oleraceum L.","Allium oleraceum L.","Allium oleraceum","Allium oleraceum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528525-1","Accepted",1,"accepted_or_direct"
"Allium palentinum Losa & P.Monts."," Anales Inst. Bot. Cavanilles 11(2): 423 (1953)","","","","","","","Allium palentinum Losa & P.Monts.","Allium palentinum Losa & P.Monts.","Allium palentinum","Allium palentinum","Losa & P.Monts.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528559-1","Accepted",1,"accepted_or_direct"
"Allium roseum L."," Sp. Pl.: 296 (1753)","","","","","","","Allium roseum L.","Allium roseum L.","Allium roseum","Allium roseum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528746-1","Accepted",1,"accepted_or_direct"
"Allium sativum L."," Sp. Pl.: 296 (1753)","","","","","","","Allium sativum L.","Allium sativum L.","Allium sativum","Allium sativum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528796-1","Accepted",1,"accepted_or_direct"
"Allium schoenoprasum L."," Sp. Pl.: 301 (1753)","","","","","","","Allium schoenoprasum L.","Allium schoenoprasum L.","Allium schoenoprasum","Allium schoenoprasum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528823-1","Accepted",1,"accepted_or_direct"
"Allium scorzonerifolium Desf. ex DC."," in Redout," Liliace,"","","","","","Allium scorzonerifolium Desf. ex DC.","Allium scorzonerifolium Desf. ex DC.","Allium scorzonerifolium","Allium scorzonerifolium","Desf. ex Redouté","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528835-1","Accepted",0.9175,"accepted_or_direct"
"Allium sphaerocephalon L."," Sp. Pl.: 297 (1753)","","","","","","","Allium sphaerocephalon L.","Allium sphaerocephalon L.","Allium sphaerocephalon","Allium sphaerocephalon","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528894-1","Accepted",1,"accepted_or_direct"
"Allium triquetrum L."," Sp. Pl.: 300 (1753)","","","","","","","Allium triquetrum L.","Allium triquetrum L.","Allium triquetrum","Allium triquetrum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529047-1","Accepted",1,"accepted_or_direct"
"Allium ursinum L."," Sp. Pl.: 300 (1753) subsp. ursinum","","","","","","","Allium ursinum L.","Allium ursinum L.","Allium ursinum","Allium ursinum","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529088-1","Accepted",1,"accepted_or_direct"
"Allium victorialis L."," Sp. Pl.: 295 (1753)","","","","","","","Allium victorialis L.","Allium victorialis L.","Allium victorialis","Allium victorialis","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529108-1","Accepted",1,"accepted_or_direct"
"Allium vineale L."," Sp. Pl.: 299 (1753)","","","","","","","Allium vineale L.","Allium vineale L.","Allium vineale","Allium vineale","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529111-1","Accepted",1,"accepted_or_direct"
"Alnus cordata (Loisel.) Duby"," Bot. Gall. 1: 423 (1828)","","","","","","","Alnus cordata (Loisel.) Duby","Alnus cordata (Loisel.) Duby","Alnus cordata","Alnus cordata","(Loisel.) Duby","Betulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:294902-1","Accepted",1,"accepted_or_direct"
"Alnus glutinosa (L.) Gaertn."," Fruct. Sem. Pl. 2: 54"," t. 90"," fig. 2 (1790)","","","","","Alnus glutinosa (L.) Gaertn.","Alnus glutinosa (L.) Gaertn.","Alnus glutinosa","Alnus glutinosa","(L.) Gaertn.","Betulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30036759-2","Accepted",1,"accepted_or_direct"
"Alnus incana (L.) Moench"," Methodus: 424 (1794)","","","","","","","Alnus incana (L.) Moench","Alnus incana (L.) Moench","Alnus incana","Alnus incana","(L.) Moench","Betulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30106706-2","Accepted",1,"accepted_or_direct"
"Aloe maculata All."," Auct. Syn. Stirp. Taurin.: 13 (1773)","","","","","","","Aloe maculata All.","Aloe maculata All.","Aloe maculata","Aloe maculata","All.","Asphodelaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77122815-1","Accepted",1,"accepted_or_direct"
"Aloe arborescens Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Aloe arborescens Mill.","Aloe arborescens Mill.","Aloe arborescens","Aloe arborescens","Mill.","Asphodelaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529214-1","Accepted",1,"accepted_or_direct"
"Alopecurus aequalis Sobol."," Fl. Petrop.: 16 (1799)","","","","","","","Alopecurus aequalis Sobol.","Alopecurus aequalis Sobol.","Alopecurus aequalis","Alopecurus aequalis","Sobol.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387005-1","Accepted",1,"accepted_or_direct"
"Alopecurus alpinus Vill."," Hist. Pl. Dauphin," 427 (1786)","","","","","","Alopecurus alpinus Vill.","Alopecurus alpinus Vill.","Alopecurus alpinus","Alopecurus gerardi var. gerardi","","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:996450-1","Synonym",1,"synonym_to_accepted"
"Alopecurus geniculatus L."," Sp. Pl.: 60 (1753)","","","","","","","Alopecurus geniculatus L.","Alopecurus geniculatus L.","Alopecurus geniculatus","Alopecurus geniculatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387091-1","Accepted",1,"accepted_or_direct"
"Alopecurus myosuroides Huds."," Fl. Angl.: 23 (1762)","","","","","","","Alopecurus myosuroides Huds.","Alopecurus myosuroides Huds.","Alopecurus myosuroides","Alopecurus myosuroides","Huds.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387143-1","Accepted",1,"accepted_or_direct"
"Alopecurus pratensis L."," Sp. Pl.: 60 (1753)","","","","","","","Alopecurus pratensis L.","Alopecurus pratensis L.","Alopecurus pratensis","Alopecurus pratensis","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387176-1","Accepted",1,"accepted_or_direct"
"Aloysia citriodora Ortega & Palau"," Descr. Nuevo Gen. Pl.: 3 (1779)","","","","","","","Aloysia citriodora Ortega & Palau","Aloysia citriodora Ortega & Palau","Aloysia citrodora","Aloysia citrodora","Paláu","Verbenaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1015994-1","Accepted",0.85562808245593,"accepted_or_direct"
"Alpinia purpurata (Vieill.) K.Schum."," in Engl."," Pflanzenr. (Zingib.): 323 (1904)","","","","","","Alpinia purpurata (Vieill.) K.Schum.","Alpinia purpurata (Vieill.) K.Schum.","Alpinia purpurata","Alpinia purpurata","(Vieill.) K.Schum.","Zingiberaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:795383-1","Accepted",1,"accepted_or_direct"
"Althaea hirsuta L."," Sp. Pl.: 687 (1753)","","","","","","","Althaea hirsuta L.","Althaea hirsuta L.","Althaea hirsuta","Malva setigera","K.F.Schimp. & Spenn.","Malvaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:558818-1","Synonym",1,"synonym_to_accepted"
"Althaea officinalis L."," Sp. Pl.: 686 (1753)","","","","","","","Althaea officinalis L.","Althaea officinalis L.","Althaea officinalis","Althaea officinalis","L.","Malvaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:558872-1","Accepted",1,"accepted_or_direct"
"Alyssum alyssoides (L.) L."," Syst. Nat."," ed. 10: 1130 (1759)","","","","","","Alyssum alyssoides (L.) L.","Alyssum alyssoides (L.) L.","Alyssum alyssoides","Alyssum alyssoides","(L.) L.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277314-1","Accepted",1,"accepted_or_direct"
"Alyssum montanum L."," Sp. Pl.: 650 (1753)","","","","","","","Alyssum montanum L.","Alyssum montanum L.","Alyssum montanum","Alyssum montanum","L.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277653-1","Accepted",1,"accepted_or_direct"
"Alyssum serpyllifolium Desf."," Fl. Atlant. 2: 70 (1798)","","","","","","","Alyssum serpyllifolium Desf.","Alyssum serpyllifolium Desf.","Alyssum serpyllifolium","Alyssum serpyllifolium","Desf.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277782-1","Accepted",1,"accepted_or_direct"
"Amaranthus blitum L."," Sp. Pl.: 990 (1753)","","","","","","","Amaranthus blitum L.","Amaranthus blitum L.","Amaranthus blitum","Amaranthus blitum","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10619-2","Accepted",1,"accepted_or_direct"
"Amaranthus bouchonii Thell."," Monde Pl."," ser. 3"," 27(160): 4 (1926)","","","","","Amaranthus bouchonii Thell.","Amaranthus bouchonii Thell.","Amaranthus bouchonii","Amaranthus hybridus subsp. hybridus","","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322180-2","Synonym",1,"synonym_to_accepted"
"Amaranthus cruentus L."," Syst. Nat."," ed. 10: 1269 (1759)","","","","","","Amaranthus cruentus L.","Amaranthus cruentus L.","Amaranthus cruentus","Amaranthus cruentus","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10631-2","Accepted",1,"accepted_or_direct"
"Amaranthus deflexus L."," Mant. Pl.: 295 (1771)","","","","","","","Amaranthus deflexus L.","Amaranthus deflexus L.","Amaranthus deflexus","Amaranthus deflexus","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327382-2","Accepted",1,"accepted_or_direct"
"Amaranthus graecizans L. subsp. silvestris (Vill.) Brenan"," Watsonia 4: 273 (1961)","","","","","","","Amaranthus graecizans L. subsp. silvestris (Vill.) Brenan","Amaranthus graecizans L. subsp. silvestris (Vill.) Brenan","Amaranthus graecizans subsp. silvestris","Amaranthus graecizans subsp. silvestris","(Vill.) Brenan","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108437-3","Accepted",1,"accepted_or_direct"
"Amaranthus hybridus L."," Sp. Pl.: 990 (1753)","","","","","","","Amaranthus hybridus L.","Amaranthus hybridus L.","Amaranthus hybridus","Amaranthus hybridus","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10648-2","Accepted",1,"accepted_or_direct"
"Amaranthus hypochondriacus L."," Sp. Pl.: 991 (1753)","","","","","","","Amaranthus hypochondriacus L.","Amaranthus hypochondriacus L.","Amaranthus hypochondriacus","Amaranthus hypochondriacus","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10665-2","Accepted",1,"accepted_or_direct"
"Amaranthus powellii S.Watson"," Proc. Amer. Acad. Arts 10: 347 (1875)","","","","","","","Amaranthus powellii S.Watson","Amaranthus powellii S.Watson","Amaranthus powellii","Amaranthus powellii","S.Watson","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319617-2","Accepted",1,"accepted_or_direct"
"Amaranthus retroflexus L."," Sp. Pl.: 991 (1753)","","","","","","","Amaranthus retroflexus L.","Amaranthus retroflexus L.","Amaranthus retroflexus","Amaranthus retroflexus","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10698-2","Accepted",1,"accepted_or_direct"
"Amaryllis belladonna L."," Sp. Pl.: 293 (1753) (nom. cons.)","","","","","","","Amaryllis belladonna L.","Amaryllis belladonna L.","Amaryllis belladonna","Amaryllis belladonna","L.","Amaryllidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:62705-1","Accepted",1,"accepted_or_direct"
"Ambrosia artemisiifolia L."," Sp. Pl.: 988 (1753)","","","","","","","Ambrosia artemisiifolia L.","Ambrosia artemisiifolia L.","Ambrosia artemisiifolia","Ambrosia artemisiifolia","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:176058-1","Accepted",1,"accepted_or_direct"
"Amelanchier ovalis Medik."," Gesch. Bot.: 79 (1793)","","","","","","","Amelanchier ovalis Medik.","Amelanchier ovalis Medik.","Amelanchier ovalis","Amelanchier ovalis","Medik.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721244-1","Accepted",1,"accepted_or_direct"
"Ammi majus L."," Sp. Pl.: 243 (1753)","","","","","","","Ammi majus L.","Ammi majus L.","Ammi majus","Ammi majus","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:837486-1","Accepted",1,"accepted_or_direct"
"Ammi visnaga (L.) Lam."," Fl. Fran,"","","","","","","Ammi visnaga (L.) Lam.","Ammi visnaga (L.) Lam.","Ammi visnaga","Visnaga daucoides","Gaertn.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:837503-1","Synonym",1,"synonym_to_accepted"
"Ammophila arenaria (L.) Link subsp. arundinacea (Husn.) H.Lindb."," Acta Soc. Sci. Fenn."," ser. B"," Opera Biol. 1(2): 10 (1932)","","","","","Ammophila arenaria (L.) Link subsp. arundinacea (Husn.) H.Lindb.","Ammophila arenaria (L.) Link subsp. arundinacea (Husn.) H.Lindb.","Ammophila arenaria subsp. arundinacea","Calamagrostis arenaria","(L.) Roth","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77259797-1","Invalid",0.93968,"fuzzy_auto"
"Anacamptis pyramidalis (L.) Rich."," De Orchid. Eur.: 33 (1817)","","","","","","","Anacamptis pyramidalis (L.) Rich.","Anacamptis pyramidalis (L.) Rich.","Anacamptis pyramidalis","Anacamptis pyramidalis","(L.) Rich.","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:615773-1","Accepted",1,"accepted_or_direct"
"Anacamptis morio (L.) R.M.Bateman"," Pridgeon & M.W.Chase subsp. champagneuxii (Barn," Eccarius & H.Dietr."," Orchid Gen. Anacamptis Orchis Neotinea"," ed. 2: 130 (2007)","","","","Anacamptis morio (L.) R.M.Bateman","Anacamptis morio (L.) R.M.Bateman","Anacamptis morio","Anacamptis morio","(L.) R.M.Bateman, Pridgeon & M.W.Chase","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:998308-1","Accepted",0.93034,"accepted_or_direct"
